term_str,n,p,i,n_chars,max_pos_group,max_pos,stop,porter_stem,df,idf,dfidf
roger,1,1.0700909577314071e-05,16.511907043519884,5,NN,NNP,0,roger,1.0,3.4594316186372973,3.4594316186372973
stella,1,1.0700909577314071e-05,16.511907043519884,6,NN,NN,0,stella,1.0,3.4594316186372973,3.4594316186372973
tanqueray,1,1.0700909577314071e-05,16.511907043519884,9,NN,NNP,0,tanqueray,1.0,3.4594316186372973,3.4594316186372973
sniffed,1,1.0700909577314071e-05,16.511907043519884,7,VB,VB,0,snif,1.0,3.4594316186372973,3.4594316186372973
penny,1,1.0700909577314071e-05,16.511907043519884,5,NN,NN,0,penni,1.0,3.4594316186372973,3.4594316186372973
pipe,1,1.0700909577314071e-05,16.511907043519884,4,NN,NN,0,pipe,1.0,3.4594316186372973,3.4594316186372973
puff,1,1.0700909577314071e-05,16.511907043519884,4,NN,NN,0,puff,1.0,3.4594316186372973,3.4594316186372973
troubled,1,1.0700909577314071e-05,16.511907043519884,8,JJ,JJ,0,troubl,1.0,3.4594316186372973,3.4594316186372973
tread,1,1.0700909577314071e-05,16.511907043519884,5,VB,VBP,0,tread,1.0,3.4594316186372973,3.4594316186372973
seethrough,1,1.0700909577314071e-05,16.511907043519884,10,JJ,JJ,0,seethrough,1.0,3.4594316186372973,3.4594316186372973
shoots,1,1.0700909577314071e-05,16.511907043519884,6,VB,VBZ,0,shoot,1.0,3.4594316186372973,3.4594316186372973
coy,1,1.0700909577314071e-05,16.511907043519884,3,NN,NN,0,coy,1.0,3.4594316186372973,3.4594316186372973
reflections,1,1.0700909577314071e-05,16.511907043519884,11,NN,NNS,0,reflect,1.0,3.4594316186372973,3.4594316186372973
proud,1,1.0700909577314071e-05,16.511907043519884,5,JJ,JJ,0,proud,1.0,3.4594316186372973,3.4594316186372973
guarantee,1,1.0700909577314071e-05,16.511907043519884,9,VB,VB,0,guarante,1.0,3.4594316186372973,3.4594316186372973
eager,1,1.0700909577314071e-05,16.511907043519884,5,JJ,JJ,0,eager,1.0,3.4594316186372973,3.4594316186372973
meaner,1,1.0700909577314071e-05,16.511907043519884,6,NN,NN,0,meaner,1.0,3.4594316186372973,3.4594316186372973
chances,1,1.0700909577314071e-05,16.511907043519884,7,NN,NNS,0,chanc,1.0,3.4594316186372973,3.4594316186372973
properly,1,1.0700909577314071e-05,16.511907043519884,8,RB,RB,0,properli,1.0,3.4594316186372973,3.4594316186372973
mentioning,1,1.0700909577314071e-05,16.511907043519884,10,VB,VBG,0,mention,1.0,3.4594316186372973,3.4594316186372973
of97,1,1.0700909577314071e-05,16.511907043519884,4,NN,NN,0,of97,1.0,3.4594316186372973,3.4594316186372973
strain,1,1.0700909577314071e-05,16.511907043519884,6,NN,NN,0,strain,1.0,3.4594316186372973,3.4594316186372973
opened,1,1.0700909577314071e-05,16.511907043519884,6,VB,VBD,0,open,1.0,3.4594316186372973,3.4594316186372973
greed,1,1.0700909577314071e-05,16.511907043519884,5,NN,NN,0,greed,1.0,3.4594316186372973,3.4594316186372973
disguised,1,1.0700909577314071e-05,16.511907043519884,9,VB,VBN,0,disguis,1.0,3.4594316186372973,3.4594316186372973
ticking,1,1.0700909577314071e-05,16.511907043519884,7,VB,VBG,0,tick,1.0,3.4594316186372973,3.4594316186372973
throes,1,1.0700909577314071e-05,16.511907043519884,6,NN,NNS,0,throe,1.0,3.4594316186372973,3.4594316186372973
pita,1,1.0700909577314071e-05,16.511907043519884,4,NN,NN,0,pita,1.0,3.4594316186372973,3.4594316186372973
borrow,1,1.0700909577314071e-05,16.511907043519884,6,VB,VB,0,borrow,1.0,3.4594316186372973,3.4594316186372973
jamaica,1,1.0700909577314071e-05,16.511907043519884,7,NN,NNP,0,jamaica,1.0,3.4594316186372973,3.4594316186372973
ii,1,1.0700909577314071e-05,16.511907043519884,2,NN,NNP,0,ii,1.0,3.4594316186372973,3.4594316186372973
gods,1,1.0700909577314071e-05,16.511907043519884,4,NN,NNS,0,god,1.0,3.4594316186372973,3.4594316186372973
laughed,1,1.0700909577314071e-05,16.511907043519884,7,VB,VBN,0,laugh,1.0,3.4594316186372973,3.4594316186372973
mar,1,1.0700909577314071e-05,16.511907043519884,3,VB,VBP,0,mar,1.0,3.4594316186372973,3.4594316186372973
gambling,1,1.0700909577314071e-05,16.511907043519884,8,NN,NN,0,gambl,1.0,3.4594316186372973,3.4594316186372973
profound,1,1.0700909577314071e-05,16.511907043519884,8,NN,NN,0,profound,1.0,3.4594316186372973,3.4594316186372973
selfprofessed,1,1.0700909577314071e-05,16.511907043519884,13,JJ,JJ,0,selfprofess,1.0,3.4594316186372973,3.4594316186372973
band,1,1.0700909577314071e-05,16.511907043519884,4,NN,NN,0,band,1.0,3.4594316186372973,3.4594316186372973
wished,1,1.0700909577314071e-05,16.511907043519884,6,VB,VBD,0,wish,1.0,3.4594316186372973,3.4594316186372973
fivestory,1,1.0700909577314071e-05,16.511907043519884,9,JJ,JJ,0,fivestori,1.0,3.4594316186372973,3.4594316186372973
14,1,1.0700909577314071e-05,16.511907043519884,2,CD,CD,0,14,1.0,3.4594316186372973,3.4594316186372973
sammy,1,1.0700909577314071e-05,16.511907043519884,5,NN,NNP,0,sammi,1.0,3.4594316186372973,3.4594316186372973
saturday,1,1.0700909577314071e-05,16.511907043519884,8,NN,NNP,0,saturday,1.0,3.4594316186372973,3.4594316186372973
brixton,1,1.0700909577314071e-05,16.511907043519884,7,NN,NNP,0,brixton,1.0,3.4594316186372973,3.4594316186372973
rulers,1,1.0700909577314071e-05,16.511907043519884,6,NN,NNS,0,ruler,1.0,3.4594316186372973,3.4594316186372973
guest,1,1.0700909577314071e-05,16.511907043519884,5,JJ,JJS,0,guest,1.0,3.4594316186372973,3.4594316186372973
gig,1,1.0700909577314071e-05,16.511907043519884,3,NN,NN,0,gig,1.0,3.4594316186372973,3.4594316186372973
accustomed,1,1.0700909577314071e-05,16.511907043519884,10,VB,VBN,0,accustom,1.0,3.4594316186372973,3.4594316186372973
shoppin,1,1.0700909577314071e-05,16.511907043519884,7,VB,VBP,0,shoppin,1.0,3.4594316186372973,3.4594316186372973
mend,1,1.0700909577314071e-05,16.511907043519884,4,NN,NN,0,mend,1.0,3.4594316186372973,3.4594316186372973
depressed,1,1.0700909577314071e-05,16.511907043519884,9,VB,VBN,0,depress,1.0,3.4594316186372973,3.4594316186372973
class,1,1.0700909577314071e-05,16.511907043519884,5,NN,NN,0,class,1.0,3.4594316186372973,3.4594316186372973
seventy,1,1.0700909577314071e-05,16.511907043519884,7,JJ,JJ,0,seventi,1.0,3.4594316186372973,3.4594316186372973
shrug,1,1.0700909577314071e-05,16.511907043519884,5,VB,VBP,0,shrug,1.0,3.4594316186372973,3.4594316186372973
churn,1,1.0700909577314071e-05,16.511907043519884,5,VB,VBP,0,churn,1.0,3.4594316186372973,3.4594316186372973
carpet,1,1.0700909577314071e-05,16.511907043519884,6,NN,NN,0,carpet,1.0,3.4594316186372973,3.4594316186372973
likkle,1,1.0700909577314071e-05,16.511907043519884,6,JJ,JJ,0,likkl,1.0,3.4594316186372973,3.4594316186372973
soap,1,1.0700909577314071e-05,16.511907043519884,4,VB,VBP,0,soap,1.0,3.4594316186372973,3.4594316186372973
spain,1,1.0700909577314071e-05,16.511907043519884,5,NN,NNP,0,spain,1.0,3.4594316186372973,3.4594316186372973
bomb,1,1.0700909577314071e-05,16.511907043519884,4,NN,NN,0,bomb,1.0,3.4594316186372973,3.4594316186372973
charm,1,1.0700909577314071e-05,16.511907043519884,5,NN,NN,0,charm,1.0,3.4594316186372973,3.4594316186372973
impress,1,1.0700909577314071e-05,16.511907043519884,7,VB,VB,0,impress,1.0,3.4594316186372973,3.4594316186372973
churched,1,1.0700909577314071e-05,16.511907043519884,8,VB,VBN,0,church,1.0,3.4594316186372973,3.4594316186372973
link,1,1.0700909577314071e-05,16.511907043519884,4,VB,VB,0,link,1.0,3.4594316186372973,3.4594316186372973
pretendings,1,1.0700909577314071e-05,16.511907043519884,11,NN,NNS,0,pretend,1.0,3.4594316186372973,3.4594316186372973
excusing,1,1.0700909577314071e-05,16.511907043519884,8,VB,VBG,0,excus,1.0,3.4594316186372973,3.4594316186372973
repeating,1,1.0700909577314071e-05,16.511907043519884,9,VB,VBG,0,repeat,1.0,3.4594316186372973,3.4594316186372973
waits,1,1.0700909577314071e-05,16.511907043519884,5,NN,NNS,0,wait,1.0,3.4594316186372973,3.4594316186372973
lends,1,1.0700909577314071e-05,16.511907043519884,5,VB,VBZ,0,lend,1.0,3.4594316186372973,3.4594316186372973
daydreamer,1,1.0700909577314071e-05,16.511907043519884,10,NN,NN,0,daydream,1.0,3.4594316186372973,3.4594316186372973
subject,1,1.0700909577314071e-05,16.511907043519884,7,NN,NN,0,subject,1.0,3.4594316186372973,3.4594316186372973
dropper,1,1.0700909577314071e-05,16.511907043519884,7,NN,NN,0,dropper,1.0,3.4594316186372973,3.4594316186372973
jaw,1,1.0700909577314071e-05,16.511907043519884,3,NN,NN,0,jaw,1.0,3.4594316186372973,3.4594316186372973
taint,1,1.0700909577314071e-05,16.511907043519884,5,VB,VB,0,taint,1.0,3.4594316186372973,3.4594316186372973
seams,1,1.0700909577314071e-05,16.511907043519884,5,NN,NNS,0,seam,1.0,3.4594316186372973,3.4594316186372973
bursting,1,1.0700909577314071e-05,16.511907043519884,8,VB,VBG,0,burst,1.0,3.4594316186372973,3.4594316186372973
vague,1,1.0700909577314071e-05,16.511907043519884,5,JJ,JJ,0,vagu,1.0,3.4594316186372973,3.4594316186372973
resemblance,1,1.0700909577314071e-05,16.511907043519884,11,NN,NN,0,resembl,1.0,3.4594316186372973,3.4594316186372973
petrified,1,1.0700909577314071e-05,16.511907043519884,9,JJ,JJ,0,petrifi,1.0,3.4594316186372973,3.4594316186372973
undone,1,1.0700909577314071e-05,16.511907043519884,6,NN,NN,0,undon,1.0,3.4594316186372973,3.4594316186372973
won,1,1.0700909577314071e-05,16.511907043519884,3,NN,NN,1,won,1.0,3.4594316186372973,3.4594316186372973
notes,1,1.0700909577314071e-05,16.511907043519884,5,NN,NNS,0,note,1.0,3.4594316186372973,3.4594316186372973
drags,1,1.0700909577314071e-05,16.511907043519884,5,VB,VBZ,0,drag,1.0,3.4594316186372973,3.4594316186372973
scope,1,1.0700909577314071e-05,16.511907043519884,5,NN,NN,0,scope,1.0,3.4594316186372973,3.4594316186372973
law,1,1.0700909577314071e-05,16.511907043519884,3,NN,NN,0,law,1.0,3.4594316186372973,3.4594316186372973
adore,1,1.0700909577314071e-05,16.511907043519884,5,VB,VB,0,ador,1.0,3.4594316186372973,3.4594316186372973
leaeaea,1,1.0700909577314071e-05,16.511907043519884,7,NN,NNP,0,leaeaea,1.0,3.4594316186372973,3.4594316186372973
advance,1,1.0700909577314071e-05,16.511907043519884,7,NN,NN,0,advanc,1.0,3.4594316186372973,3.4594316186372973
apology,1,1.0700909577314071e-05,16.511907043519884,7,NN,NN,0,apolog,1.0,3.4594316186372973,3.4594316186372973
manmade,1,1.0700909577314071e-05,16.511907043519884,7,NN,NN,0,manmad,1.0,3.4594316186372973,3.4594316186372973
valley,1,1.0700909577314071e-05,16.511907043519884,6,NN,NN,0,valley,1.0,3.4594316186372973,3.4594316186372973
pound,1,1.0700909577314071e-05,16.511907043519884,5,NN,NN,0,pound,1.0,3.4594316186372973,3.4594316186372973
burnt,1,1.0700909577314071e-05,16.511907043519884,5,VB,VBN,0,burnt,1.0,3.4594316186372973,3.4594316186372973
adjust,1,1.0700909577314071e-05,16.511907043519884,6,VB,VB,0,adjust,1.0,3.4594316186372973,3.4594316186372973
deeper,1,1.0700909577314071e-05,16.511907043519884,6,JJ,JJR,0,deeper,1.0,3.4594316186372973,3.4594316186372973
bribing,1,1.0700909577314071e-05,16.511907043519884,7,VB,VBG,0,bribe,1.0,3.4594316186372973,3.4594316186372973
shines,1,1.0700909577314071e-05,16.511907043519884,6,NN,NNS,0,shine,1.0,3.4594316186372973,3.4594316186372973
sparrowcatching,1,1.0700909577314071e-05,16.511907043519884,15,VB,VBG,0,sparrowcatch,1.0,3.4594316186372973,3.4594316186372973
jingler,1,1.0700909577314071e-05,16.511907043519884,7,NN,NN,0,jingler,1.0,3.4594316186372973,3.4594316186372973
silhouettes,1,1.0700909577314071e-05,16.511907043519884,11,NN,NNS,0,silhouett,1.0,3.4594316186372973,3.4594316186372973
gallivanting,1,1.0700909577314071e-05,16.511907043519884,12,VB,VBG,0,galliv,1.0,3.4594316186372973,3.4594316186372973
hitched,1,1.0700909577314071e-05,16.511907043519884,7,VB,VBN,0,hitch,1.0,3.4594316186372973,3.4594316186372973
souc0u8197,1,1.0700909577314071e-05,16.511907043519884,10,NN,NN,0,souc0u8197,1.0,3.4594316186372973,3.4594316186372973
border,1,1.0700909577314071e-05,16.511907043519884,6,NN,NN,0,border,1.0,3.4594316186372973,3.4594316186372973
pushed,1,1.0700909577314071e-05,16.511907043519884,6,VB,VBD,0,push,1.0,3.4594316186372973,3.4594316186372973
i92ll,1,1.0700909577314071e-05,16.511907043519884,5,NN,NNP,0,i92ll,1.0,3.4594316186372973,3.4594316186372973
lack,1,1.0700909577314071e-05,16.511907043519884,4,VB,VBP,0,lack,1.0,3.4594316186372973,3.4594316186372973
choke,1,1.0700909577314071e-05,16.511907043519884,5,NN,NN,0,choke,1.0,3.4594316186372973,3.4594316186372973
tiring,1,1.0700909577314071e-05,16.511907043519884,6,VB,VBG,0,tire,1.0,3.4594316186372973,3.4594316186372973
lighten,1,1.0700909577314071e-05,16.511907043519884,7,VB,VBP,0,lighten,1.0,3.4594316186372973,3.4594316186372973
daydreaming,1,1.0700909577314071e-05,16.511907043519884,11,NN,NN,0,daydream,1.0,3.4594316186372973,3.4594316186372973
opening,1,1.0700909577314071e-05,16.511907043519884,7,VB,VBG,0,open,1.0,3.4594316186372973,3.4594316186372973
crazier,1,1.0700909577314071e-05,16.511907043519884,7,NN,NN,0,crazier,1.0,3.4594316186372973,3.4594316186372973
favourite,1,1.0700909577314071e-05,16.511907043519884,9,JJ,JJ,0,favourit,1.0,3.4594316186372973,3.4594316186372973
strips,1,1.0700909577314071e-05,16.511907043519884,6,NN,NNP,0,strip,1.0,3.4594316186372973,3.4594316186372973
boils,1,1.0700909577314071e-05,16.511907043519884,5,NN,NNS,0,boil,1.0,3.4594316186372973,3.4594316186372973
freeze,1,1.0700909577314071e-05,16.511907043519884,6,VB,VB,0,freez,1.0,3.4594316186372973,3.4594316186372973
race,1,1.0700909577314071e-05,16.511907043519884,4,NN,NN,0,race,1.0,3.4594316186372973,3.4594316186372973
crumblin,1,1.0700909577314071e-05,16.511907043519884,8,NN,NN,0,crumblin,1.0,3.4594316186372973,3.4594316186372973
sensible,1,1.0700909577314071e-05,16.511907043519884,8,JJ,JJ,0,sensibl,1.0,3.4594316186372973,3.4594316186372973
acting,1,1.0700909577314071e-05,16.511907043519884,6,VB,VBG,0,act,1.0,3.4594316186372973,3.4594316186372973
fires,1,1.0700909577314071e-05,16.511907043519884,5,NN,NNS,0,fire,1.0,3.4594316186372973,3.4594316186372973
spark,1,1.0700909577314071e-05,16.511907043519884,5,NN,NN,0,spark,1.0,3.4594316186372973,3.4594316186372973
ignited,1,1.0700909577314071e-05,16.511907043519884,7,VB,VBN,0,ignit,1.0,3.4594316186372973,3.4594316186372973
ripe,1,1.0700909577314071e-05,16.511907043519884,4,JJ,JJ,0,ripe,1.0,3.4594316186372973,3.4594316186372973
continue,1,1.0700909577314071e-05,16.511907043519884,8,VB,VBP,0,continu,1.0,3.4594316186372973,3.4594316186372973
group,1,1.0700909577314071e-05,16.511907043519884,5,NN,NN,0,group,1.0,3.4594316186372973,3.4594316186372973
lauryn,1,1.0700909577314071e-05,16.511907043519884,6,NN,NNP,0,lauryn,1.0,3.4594316186372973,3.4594316186372973
wop,1,1.0700909577314071e-05,16.511907043519884,3,NN,NNP,0,wop,1.0,3.4594316186372973,3.4594316186372973
demo,1,1.0700909577314071e-05,16.511907043519884,4,NN,NNP,0,demo,1.0,3.4594316186372973,3.4594316186372973
rework,1,1.0700909577314071e-05,16.511907043519884,6,NN,NNP,0,rework,1.0,3.4594316186372973,3.4594316186372973
xx,1,1.0700909577314071e-05,16.511907043519884,2,NN,NNP,0,xx,1.0,3.4594316186372973,3.4594316186372973
jamie,1,1.0700909577314071e-05,16.511907043519884,5,NN,NNP,0,jami,1.0,3.4594316186372973,3.4594316186372973
religion,1,1.0700909577314071e-05,16.511907043519884,8,NN,NNP,0,religion,1.0,3.4594316186372973,3.4594316186372973
julian,1,1.0700909577314071e-05,16.511907043519884,6,JJ,JJ,0,julian,1.0,3.4594316186372973,3.4594316186372973
extended,1,1.0700909577314071e-05,16.511907043519884,8,NN,NNP,0,extend,1.0,3.4594316186372973,3.4594316186372973
illusion,1,1.0700909577314071e-05,16.511907043519884,8,NN,NN,0,illus,1.0,3.4594316186372973,3.4594316186372973
swan,1,1.0700909577314071e-05,16.511907043519884,4,NN,NN,0,swan,1.0,3.4594316186372973,3.4594316186372973
hallucinate,1,1.0700909577314071e-05,16.511907043519884,11,NN,NN,0,hallucin,1.0,3.4594316186372973,3.4594316186372973
nostalgia,1,1.0700909577314071e-05,16.511907043519884,9,NN,NNP,0,nostalgia,1.0,3.4594316186372973,3.4594316186372973
genesis,1,1.0700909577314071e-05,16.511907043519884,7,NN,NN,0,genesi,1.0,3.4594316186372973,3.4594316186372973
houdini,1,1.0700909577314071e-05,16.511907043519884,7,NN,NNP,0,houdini,1.0,3.4594316186372973,3.4594316186372973
hotter,1,1.0700909577314071e-05,16.511907043519884,6,JJ,JJR,0,hotter,1.0,3.4594316186372973,3.4594316186372973
homesick,1,1.0700909577314071e-05,16.511907043519884,8,NN,NN,0,homesick,1.0,3.4594316186372973,3.4594316186372973
physical,1,1.0700909577314071e-05,16.511907043519884,8,JJ,JJ,0,physic,1.0,3.4594316186372973,3.4594316186372973
mwah,1,1.0700909577314071e-05,16.511907043519884,4,NN,NNP,0,mwah,1.0,3.4594316186372973,3.4594316186372973
levitating,1,1.0700909577314071e-05,16.511907043519884,10,VB,VBG,0,levit,1.0,3.4594316186372973,3.4594316186372973
idgaf,1,1.0700909577314071e-05,16.511907043519884,5,NN,NN,0,idgaf,1.0,3.4594316186372973,3.4594316186372973
sneed,1,1.0700909577314071e-05,16.511907043519884,5,NN,NNP,0,sneed,1.0,3.4594316186372973,3.4594316186372973
jj,1,1.0700909577314071e-05,16.511907043519884,2,NN,NNP,0,jj,1.0,3.4594316186372973,3.4594316186372973
dover,1,1.0700909577314071e-05,16.511907043519884,5,NN,NNP,0,dover,1.0,3.4594316186372973,3.4594316186372973
bargain,1,1.0700909577314071e-05,16.511907043519884,7,NN,NNP,0,bargain,1.0,3.4594316186372973,3.4594316186372973
tennessee,1,1.0700909577314071e-05,16.511907043519884,9,NN,NNP,0,tennesse,1.0,3.4594316186372973,3.4594316186372973
eagle,1,1.0700909577314071e-05,16.511907043519884,5,NN,NN,0,eagl,1.0,3.4594316186372973,3.4594316186372973
joshua,1,1.0700909577314071e-05,16.511907043519884,6,NN,NNP,0,joshua,1.0,3.4594316186372973,3.4594316186372973
barbie,1,1.0700909577314071e-05,16.511907043519884,6,NN,NNP,0,barbi,1.0,3.4594316186372973,3.4594316186372973
backwoods,1,1.0700909577314071e-05,16.511907043519884,9,NN,NNS,0,backwood,1.0,3.4594316186372973,3.4594316186372973
miseducation,1,1.0700909577314071e-05,16.511907043519884,12,NN,NNP,0,miseduc,1.0,3.4594316186372973,3.4594316186372973
iniquity,1,1.0700909577314071e-05,16.511907043519884,8,NN,NNP,0,iniqu,1.0,3.4594316186372973,3.4594316186372973
andy,1,1.0700909577314071e-05,16.511907043519884,4,NN,NNP,0,andi,1.0,3.4594316186372973,3.4594316186372973
ghetto,1,1.0700909577314071e-05,16.511907043519884,6,NN,NNP,0,ghetto,1.0,3.4594316186372973,3.4594316186372973
pill,1,1.0700909577314071e-05,16.511907043519884,4,NN,NNP,0,pill,1.0,3.4594316186372973,3.4594316186372973
sober,1,1.0700909577314071e-05,16.511907043519884,5,NN,NNP,0,sober,1.0,3.4594316186372973,3.4594316186372973
raise,1,1.0700909577314071e-05,16.511907043519884,5,VB,VB,0,rais,1.0,3.4594316186372973,3.4594316186372973
trauma,1,1.0700909577314071e-05,16.511907043519884,6,NN,NNP,0,trauma,1.0,3.4594316186372973,3.4594316186372973
zion,1,1.0700909577314071e-05,16.511907043519884,4,NN,NN,0,zion,1.0,3.4594316186372973,3.4594316186372973
racism,1,1.0700909577314071e-05,16.511907043519884,6,NN,NN,0,racism,1.0,3.4594316186372973,3.4594316186372973
tumblr,1,1.0700909577314071e-05,16.511907043519884,6,NN,NNP,0,tumblr,1.0,3.4594316186372973,3.4594316186372973
drugs,1,1.0700909577314071e-05,16.511907043519884,5,NN,NNP,0,drug,1.0,3.4594316186372973,3.4594316186372973
social,1,1.0700909577314071e-05,16.511907043519884,6,NN,NNP,0,social,1.0,3.4594316186372973,3.4594316186372973
20,1,1.0700909577314071e-05,16.511907043519884,2,CD,CD,0,20,1.0,3.4594316186372973,3.4594316186372973
unplugged,1,1.0700909577314071e-05,16.511907043519884,9,NN,NNP,0,unplug,1.0,3.4594316186372973,3.4594316186372973
mtv,1,1.0700909577314071e-05,16.511907043519884,3,NN,NNP,0,mtv,1.0,3.4594316186372973,3.4594316186372973
lion,1,1.0700909577314071e-05,16.511907043519884,4,NN,NNP,0,lion,1.0,3.4594316186372973,3.4594316186372973
conquering,1,1.0700909577314071e-05,16.511907043519884,10,NN,NNP,0,conquer,1.0,3.4594316186372973,3.4594316186372973
remix,1,1.0700909577314071e-05,16.511907043519884,5,NN,NNP,0,remix,1.0,3.4594316186372973,3.4594316186372973
selah,1,1.0700909577314071e-05,16.511907043519884,5,NN,NN,0,selah,1.0,3.4594316186372973,3.4594316186372973
jerusalem,1,1.0700909577314071e-05,16.511907043519884,9,NN,NNP,0,jerusalem,1.0,3.4594316186372973,3.4594316186372973
gates,1,1.0700909577314071e-05,16.511907043519884,5,NN,NNS,0,gate,1.0,3.4594316186372973,3.4594316186372973
guarding,1,1.0700909577314071e-05,16.511907043519884,8,VB,VBG,0,guard,1.0,3.4594316186372973,3.4594316186372973
rebel,1,1.0700909577314071e-05,16.511907043519884,5,NN,NNP,0,rebel,1.0,3.4594316186372973,3.4594316186372973
rage,1,1.0700909577314071e-05,16.511907043519884,4,NN,NN,0,rage,1.0,3.4594316186372973,3.4594316186372973
